source,target
Aku pengin salinan catatan imunisasi kanggo sekolah,Saya mahu salinan rekod imunisasi untuk sekolah
Aku anakku kudu daftar kelas siji,Anak saya perlu daftar Tahun Satu
Aku pengin njaluk surat pengesahan alamat saka JPN,Saya mahu dapatkan surat pengesahan alamat daripada JPN
Apa JKM isa langsung maringi paket pangan kanggo keluargaku?,Boleh JKM bantu keluarga saya dengan bakul makanan segera?
Aku pengin mriksa status aduan safety pabrik,Saya mahu semak status aduan keselamatan kilang
Akeh buruh ora nganggo helm safety,Ramai pekerja tiada topi keselamatan
Apa KKM isa nerbitake surat rujukan mata kanggo ibuku?,Boleh KKM keluarkan surat rujukan mata untuk ibu saya?
Aku pengin mriksa apa JPN buka dina Setu,Saya mahu semak jika JPN buka pada hari Sabtu
Apa JTK ana sesi konseling karir gratis?,JTK ada sesi kaunseling kerjaya percuma?
Aku pengin mriksa bantuan kebajikan kanggo keluarga B40,Saya mahu semak bantuan kebajikan untuk keluarga B40
Apa KKM isa nyetak salinan kartu janji temu?,KKM boleh cetak salinan kad temu janji saya?
Apa JPN butuh sidik jariku maneh?,JPN perlukan cap jari saya sekali lagi?
Aku pengin mriksa asil tuntutan lembur,Saya mahu semak keputusan tuntutan kerja lebih masa
Apa JKM ana bantuan ranjang rumah sakit kanggo omah?,JKM ada bantuan katil hospital di rumah?
Apa pengunjung mung isa ngenteni neng lobi utama?,Boleh pelawat tunggu di lobi utama sahaja?
Aku pengin mriksa jadwal operasi loket pendaftaran,Saya mahu semak jadual operasi kaunter pendaftaran
Apa JPN isa mbenerake tanggal lair sing salah?,JPN boleh betulkan tarikh lahir yang salah?
Aku pengin mriksa bantuan tunai sementara JKM,Saya mahu semak bantuan tunai sementara JKM
Apa KKM ana perawatan susulan kanggo stroke?,KKM ada rawatan susulan untuk strok?
Apa JTK isa bantu yen majikan nahan paspor?,JTK boleh bantu jika majikan rampas pasport?
Aku pengin nglamar bantuan obat jangka panjang,Saya mahu mohon bantuan ubat jangka panjang
Apa aku isa daftar kelahiran kembar sekaligus?,Boleh saya daftar kelahiran kembar sekali gus?
Pengunjung takon mushola neng endi,Pelawat bertanya di mana surau bangunan ini
Aku pengin mriksa apa JKM isa bantu korban kobongan,Saya mahu semak jika JKM boleh bantu mangsa kebakaran
Apa KKM nampa laporan efek samping vaksin?,KKM menerima laporan kesan sampingan vaksin?
Aku pengin nggawe aduan asrama buruh sempit,Saya mahu buat aduan tentang asrama pekerja sempit
Apa JPN isa nerbitake ekstrak akta lair dina sing padha?,JPN boleh keluarkan cabutan sijil lahir hari yang sama?
Aku pengin mriksa bantuan pangan khusus pasien,Saya mahu semak bantuan makanan khas pesakit
Apa aku isa nglamar bantuan seragam sekolah liwat JKM?,Boleh saya mohon bantuan pakaian sekolah melalui JKM?
Apa JTK ana pegawai sing isa basa asing?,JTK ada pegawai yang boleh cakap bahasa asing?
Apa KKM isa ngirim perawat menyang omah lansia?,KKM boleh hantar jururawat ke rumah warga emas?
Aku pengin mriksa status permohonan MyKad anakku,Saya mahu semak status permohonan MyKad anak saya
Pengunjung saka luar negeri butuh penerjemah,Pelawat dari luar negeri perlukan penterjemah
Aku pengin mriksa apa bantuan JKM wis dikreditake,Saya mahu semak sama ada bantuan JKM sudah dikreditkan
Apa JTK isa nampa aduan tanpa janji?,JTK boleh terima aduan tanpa temu janji?
Aku pengin takon apa KKM ana tes saringan gratis,Saya mahu tanya jika KKM ada ujian saringan percuma
Apa JPN nampa salinan dokumen utawa kudu asli?,JPN terima salinan dokumen atau mesti asal?
Aku pengin bantuan JKM kanggo tuku susu anak,Saya mahu bantuan JKM untuk beli susu anak
Apa KKM isa mriksa asil tes urinku?,KKM boleh semak keputusan ujian air kencing saya?
Apa JTK ana kursus kanggo wanita bali kerja?,JTK ada kursus untuk wanita kembali bekerja?
Aku pengin nglamar kartu OKU kanggo kakangku,Saya mahu mohon kad OKU untuk abang saya
Aku pengin takon prosedur daftar kematian terlambat,Boleh saya tanya proses daftar lewat kematian?
Pengunjung pengin ngerti ruang pegawai kebajikan neng endi,Pelawat mahu tahu bilik pegawai kebajikan di mana
Aku pengin mriksa bantuan sekolah anak yatim JKM,Saya mahu semak bantuan sekolah anak yatim JKM
Apa KKM isa menehi saran nutrisi kanggo pasien?,KKM boleh beri nasihat tentang pemakanan pesakit?
Aku pengin mriksa apa JPN isih nganggo nomor antrean manual,Saya mahu semak jika JPN masih guna nombor giliran manual
Apa JTK isa mbantu nulis surat kanggo majikan?,JTK boleh bantu buat surat kepada majikan?
Aku pengin mriksa status laporan kekerasan anak,Saya mahu semak status laporan penderaan kanak kanak
Apa JKM ana pegawai teka mriksa omah?,JKM ada pegawai untuk datang siasat rumah?
Apa KKM ana klinik bergerak neng desa?,KKM ada klinik bergerak di kawasan kampung?
Apa JPN isa ngganti status pernikahan neng sistem dina iki?,JPN boleh tukar status perkahwinan dalam sistem hari ini?
Pengunjung penasaran apa kudu copot sepatu,Pelawat tertanya tanya sama ada perlu buka kasut
Aku pengin mriksa bantuan kebajikan kanggo pasien kanker,Saya mahu semak bantuan kebajikan untuk pesakit kanser
Apa JTK isih nyimpen catatan aduan lawasku?,JTK ada rekod aduan lama saya?
Apa KKM isa nyetak ulang surat MC?,KKM boleh cetak MC jika saya hilang salinan asal?
Apa JPN ana loket khusus lansia?,JPN buka kaunter khas untuk warga emas?
Aku pengin mriksa bantuan penitipan anak JKM,Saya mahu semak bantuan penjagaan anak JKM
Apa aku isa lapor majikan nyewa buruh bocah?,Boleh saya lapor majikan ambil pekerja bawah umur?
Apa KKM isa ngganti klinik rujukanku?,KKM boleh ubah klinik rujukan saya?
Apa JPN ana layanan kirim surat sertifikat?,JPN ada perkhidmatan pos untuk hantar sijil?
Pengunjung butuh panggonan ngecas HP,Pelawat perlukan tempat cas telefon
Aku pengin mriksa bantuan medis JKM kanggo lansia,Saya mahu semak bantuan perubatan JKM untuk warga emas
Apa JTK uga bantu buruh paruh waktu?,JTK boleh bantu pekerja sambilan juga?
Apa KKM nampa pembayaran non tunai?,KKM terima pembayaran tanpa tunai tidak?
Apa JPN isa nerbitake bukti identitas sementara?,JPN boleh keluarkan salinan IC hilang sementara?
Aku pengin mriksa syarat bantuan keluarga miskin tegar,Saya mahu semak syarat bantuan keluarga miskin tegar
Apa JTK ana pegawai wanita kanggo nangani aduanku?,JTK ada pegawai wanita untuk ambil aduan saya?
Apa KKM isa menehi surat pengesahan hadir perawatan?,KKM boleh beri surat pengesahan hadir rawatan?
Apa JPN nampa foto paspor lawas apa kudu sing anyar?,JPN menerima gambar pasport yang lama atau baru sahaja?
Pengunjung takon neng endi tuku banyu ngombe,Pelawat bertanya tempat beli air minum
Aku pengin mriksa bantuan pemulihan bencana JKM,Saya mahu semak bantuan pemulihan bencana JKM
Apa JTK isa ngatur sesi mediasi karo majikanku?,JTK boleh atur sesi rundingan dengan majikan saya?
Apa KKM ana klinik khusus pasien kronis?,KKM ada klinik khusus untuk pesakit kronik?
Apa JPN isa mriksa dataku yen sistem ora cocog?,JPN boleh semak data saya jika sistem tak padan?
Aku pengin ngerti pusat bantuan JKM sing paling cedhak,Saya mahu tahu pusat bantuan JKM yang paling dekat
Apa aku isa njaluk surat kanggo bank sawise bapakku seda?,Boleh saya minta surat untuk bank selepas kematian ayah?
Apa KKM ana layanan ambulans kanggo klinik cilik?,KKM ada perkhidmatan ambulans untuk klinik kecil?
Apa JTK isa menehi salinan undang undang buruh?,JTK boleh beri salinan undang undang pekerja?
Apa JPN isa dicek lewat telpon?,JPN boleh semak status permohonan melalui telefon?
Pengunjung butuh kursi cedhak loket,Pelawat perlukan tempat duduk dekat kaunter
Aku pengin mriksa bantuan JKM kanggo anak kurang gizi,Saya mahu semak bantuan JKM untuk anak kurang zat
Apa ana ahli gizi neng klinik KKM iki?,KKM ada pakar pemakanan di klinik ini?
Apa JTK isa mbantu aku paham surat Inggris iki?,JTK boleh bantu saya faham surat bahasa Inggeris ini?
Apa JPN isa cepet nerbitake surat pengesahan warga negara?,JPN boleh keluarkan surat pengesahan warganegara segera?
Aku pengin mriksa kelayakan bantuan OKU sing kerja,Saya mahu semak kelayakan bantuan OKU bekerja
Aku pengin takon bantuan rumah perlindungan wanita,Boleh saya tanya tentang bantuan rumah perlindungan wanita?
Apa KKM ana vaksin tambahan kanggo lansia?,KKM ada vaksin tambahan untuk warga emas tidak?
Apa JTK isa bantu yen aku dipaksa tandha tangan surat resign?,JTK boleh bantu jika saya dipaksa tandatangan surat berhenti?
Apa JPN nampa KTP rusak kanggo diganti dina iki?,JPN terima kad pengenalan rosak untuk pertukaran hari ini?
Pengunjung asing takon nomor darurat lokal,Pelawat asing bertanya tentang nombor kecemasan tempatan
Aku pengin mriksa bantuan panggonan tinggal sementara JKM,Saya mahu semak bantuan tempat tinggal sementara JKM
Apa KKM isa menehi salinan asil tes COVID lawasku?,KKM boleh beri salinan keputusan ujian COVID lama saya?
Apa JTK ana formulir basa Melayu sing luwih gampang?,JTK ada borang dalam Bahasa Melayu yang mudah?
Apa JPN isa ndhaptar anak tanpa kehadiran bapak?,JPN boleh daftar anak tanpa kehadiran ayah?
Aku pengin mriksa bantuan pangan kanggo pasien JKM,Saya mahu semak bantuan makan untuk pesakit JKM
Apa aku isa njaluk pegawai kebajikan nelpon aku maneh?,Boleh saya minta pegawai kebajikan hubungi saya semula?
Apa KKM ana hotline kanggo obat susulan?,KKM ada nombor hotline untuk ubat susulan?
Apa JTK isa mriksa apa perusahaane majikanku terdaftar?,JTK boleh semak sama ada majikan saya berdaftar?
Apa JPN isa nerbitake surat pengesahan hubungan orang tua?,JPN boleh keluarkan surat pengesahan ibu bapa?
Pengunjung takon apa gedhung iki ramah disabilitas,Pelawat bertanya sama ada bangunan ini mesra OKU
Aku pengin mriksa bantuan perawatan harian wong tuwa,Saya mahu semak bantuan penjagaan harian pesakit tua
Apa KKM isa nggawe janji maneh yen aku ketinggalan telpon?,KKM boleh buat temu janji semula jika saya terlepas panggilan?
Apa JTK ana cabang sing buka bengi?,JTK ada cawangan yang buka waktu malam?
Apa JPN isa mriksa permohonanku mung nganggo nomor rujukan?,JPN boleh semak permohonan saya guna nombor rujukan sahaja?
Aku pengin mriksa bantuan nutrisi ibu ngandhut JKM,Saya mahu semak bantuan pemakanan ibu mengandung JKM
Apa KKM ana kelas olahraga kanggo pasien diabetes?,KKM ada kelas senaman untuk pesakit diabetes?
Apa JTK isa bantu buruh sing ora paham kontrak?,JTK boleh bantu pekerja yang tak tahu baca kontrak?
Apa JPN isa mbenerake jenis kelamin salah neng dokumen?,JPN boleh betulkan jantina salah pada dokumen?
Pengunjung pengin ngerti lokasi ATM,Pelawat mahu tahu lokasi mesin ATM
Aku pengin mriksa bantuan pendidikan khusus JKM,Saya mahu semak bantuan pendidikan khas JKM
Apa KKM isa ngrujuk anakku menyang terapi wicara?,KKM boleh rujuk anak saya ke terapi pertuturan?
Apa saluran aduan online JTK aktif?,JTK ada saluran aduan dalam talian yang aktif?
Apa JPN isa menehi nomor antrean kanggo sesuk luwih awal?,JPN boleh beri nombor giliran untuk esok lebih awal?
Aku pengin mriksa bantuan tunai kanggo yatim piatu,Saya mahu semak bantuan tunai anak yatim piatu
Apa KKM ana pemeriksaan mata gratis kanggo lansia?,KKM ada pemeriksaan mata percuma untuk warga emas?
Apa JTK isa bantu yen agen kerja nahan pasporku?,JTK boleh bantu jika paspot saya dipegang agen kerja?
Apa JPN isa ndhaptar perkawinan campuran warga negara?,JPN boleh daftar perkahwinan campur warganegara?
Pengunjung butuh pas sementara kanggo munggah lantai atas,Pelawat perlukan pas sementara untuk naik ke tingkat atas
Aku pengin mriksa bantuan dialisis JKM,Saya mahu semak bantuan rawatan dialisis JKM
Apa KKM isa nerbitake surat pengesahan vaksin kanggo perjalanan?,KKM boleh keluarkan surat pengesahan vaksin untuk perjalanan?
Apa JTK isa campur tangan yen aku dipaksa kerja pas cuti?,JTK boleh campur tangan jika saya dipaksa kerja hari cuti?
Apa JPN isa mriksa status pendaftaran jeneng anak dina iki?,JPN boleh semak status pendaftaran nama anak hari ini?
Aku pengin bantuan JKM kanggo tuku obat khusus,Saya mahu bantuan JKM untuk pembelian ubat khas
Apa KKM ana unit kesehatan mental remaja?,KKM ada unit kesihatan mental remaja?
Apa JTK isa menehi informasi kerja aman kanggo remaja?,JTK boleh beri maklumat tentang kerja selamat untuk remaja?
Apa JPN nampa surat sumpah dadi dokumen pendukung?,JPN terima surat sumpah sebagai dokumen sokongan?
Pengunjung takon loket pembayaran neng endi,Pelawat bertanya di mana kaunter pembayaran
Aku pengin mriksa bantuan perawatan omah kanggo OKU,Saya mahu semak bantuan penjagaan rumah untuk OKU
Apa KKM isa mriksa catatan obat lawasku?,KKM boleh semak rekod ubat lama saya?
Apa JTK isa mbantu ngisi formulir aduan?,JTK boleh tolong saya isi borang aduan?
Apa JPN isa nerbitake akta lair versi Inggris?,JPN boleh keluarkan sijil lahir dalam bahasa Inggeris?
Aku pengin mriksa bantuan suplemen nutrisi lansia,Saya mahu semak bantuan makanan tambahan warga emas
Apa KKM ana perawatan susulan kanggo patah balung?,KKM ada rawatan susulan untuk patah tulang?
Apa JTK uga bantu pekerja rumah tangga?,JTK boleh bantu pekerja domestik juga?
Apa loket iki isa ngurus pendaftaran anak angkat?,JPN boleh daftar anak angkat di kaunter ini?
Apa pengunjung kudu ngisi buku tamu utawa scan QR wae?,Pelawat perlu isi buku pelawat atau guna QR sahaja?
Aku pengin mriksa bantuan khusus ibu tunggal JKM,Saya mahu semak bantuan khas untuk ibu tunggal JKM
Apa KKM isa menehi surat pengesahan penyakit kronis?,KKM boleh beri surat pengesahan sakit kronik?
Apa JTK ana layanan nasihat gratis kanggo pekerja asing?,JTK ada khidmat nasihat percuma untuk pekerja asing?
Apa JPN isa ngganti foto KTP yen wis lawas banget?,JPN boleh tukar gambar IC jika sudah terlalu lama?
Pengunjung pengin ngerti apa ana kafe neng gedhung iki,Pelawat mahu tahu sama ada ada kafe di bangunan ini
Aku pengin mriksa bantuan pendidikan anak OKU,Saya mahu semak bantuan pendidikan anak OKU
Apa KKM isa ngrujuk menyang rumah sakit spesialis anak?,KKM boleh buat rujukan ke hospital pakar kanak kanak?
Apa JTK isa mriksa apa berkas tuntutanku wis lengkap?,JTK boleh semak sama ada tuntutan saya lengkap?
Apa JPN isa mriksa catatan pendaftaran lawas keluargaku?,JPN boleh semak rekod pendaftaran lama keluarga saya?
Aku pengin bantuan JKM kanggo anak sing lara kronis,Saya mahu bantuan JKM untuk anak yang sakit kronik
Apa KKM ana obat subsidi kanggo asma?,KKM ada ubat subsidi untuk asma?
Apa JTK isa bantu yen majikan ora ngeculke cuti lara?,JTK boleh bantu jika saya tak dibenar cuti sakit?
Apa JPN isa nerbitake surat pengesahan keluarga dekat?,JPN boleh keluarkan surat pengesahan keluarga terdekat?
Pengunjung takon apa ana ruang tunggu AC,Pelawat bertanya tentang ruang menunggu berhawa dingin
Aku pengin mriksa bantuan JKM kanggo perawatan omah,Saya mahu semak bantuan JKM untuk rawatan rumah
Apa KKM isa nganyari nomor telponku neng rekaman?,KKM boleh ubah nombor telefon saya dalam rekod?
Apa JTK isa menehi nomor pegawai sing ngurus berkasku?,JTK boleh bagi nombor pegawai yang urus fail saya?
Apa JPN neng kene isa ndhaptar kematian luar negeri?,JPN boleh daftar kematian luar negara di sini?
Pengunjung butuh WiFi kanggo ngisi formulir,Pelawat perlukan akses WiFi untuk isi borang
Aku pengin mriksa bantuan kebutuhan dhasar JKM sawise kecelakaan,Saya mahu semak bantuan keperluan asas JKM selepas kemalangan
Apa KKM isa maringi surat kanggo tuntutan asuransi?,KKM boleh beri surat untuk tuntutan insurans?
Apa JTK nampa aduan lewat email?,JTK boleh terima aduan melalui email?
Apa JPN isa nglamar pirang-pirang salinan sekaligus?,JPN boleh mohon salinan banyak sekali gus?
Aku pengin mriksa bantuan JKM kanggo korban penganiayaan,Saya mahu semak bantuan JKM untuk mangsa dera
Apa klinik KKM cedhak terminal bis?,KKM ada klinik berhampiran stesen bas?
Apa JTK isa bantu pekerja tanpa kontrak tertulis?,JTK boleh bantu pekerja yang tiada kontrak bertulis?
Apa JPN isa nerbitake ekstrak surat mati kanthi cepet?,JPN boleh keluarkan cabutan sijil mati segera?
Pengunjung pengin ngerti lift menyang lantai telu neng endi,Pelawat mahu tahu lokasi lif untuk tingkat tiga
Aku pengin mriksa bantuan JKM kanggo lansia ringkih,Saya mahu semak bantuan JKM untuk warga emas uzur
Apa KKM isa mriksa asil pemeriksaan jantung?,KKM boleh semak keputusan pemeriksaan jantung?
Apa JTK isa bantu yen aku disuruh tandha tangan kertas kosong?,JTK boleh bantu jika saya diminta tandatangan dokumen kosong?
Apa JPN isa mriksa apa jenengku ana catatan masalah?,JPN boleh semak sama ada nama saya disenarai hitam?
Pengunjung butuh bantuan golek klinik spesialis,Pelawat perlukan bantuan cari klinik pakar
Aku pengin mriksa bantuan JKM kanggo anak sing diasuh mbah putri,Saya mahu semak bantuan JKM untuk anak yang dijaga nenek
Apa KKM ana loket obat sing isih buka sore?,KKM ada kaunter ubat yang buka petang?
Apa JTK isa menehi informasi hak pekerja restoran?,JTK boleh beri maklumat tentang hak pekerja restoran?
Apa JPN isa ndhaptar kelahiran yen ibu ora nggawa KTP asli?,JPN boleh daftar kelahiran jika ibu tiada IC asal?
Pengunjung pengin ngerti apa ana mesin nomor otomatis,Pelawat mahu tahu sama ada ada mesin nombor automatik
Aku pengin mriksa bantuan JKM kanggo susu formula khusus,Saya mahu semak bantuan JKM untuk susu formula khas
Apa KKM isa ngrujuk aku menyang spesialis kulit?,KKM boleh rujuk saya ke pakar kulit?
Apa JTK isa mriksa apa potongan gajiku sah?,JTK boleh semak sama ada potongan gaji saya sah?
Apa JPN isa nerbitake surat keterangan bujang dina sing padha?,JPN boleh beri surat pengesahan bujang segera?
Pengunjung takon apa ana panggon isi banyu ngombe,Pelawat bertanya ada tempat isi air minuman atau tidak
Aku pengin mriksa bantuan JKM kanggo keluarga sing pindhah sementara,Saya mahu semak bantuan JKM untuk keluarga yang berpindah sementara
Apa KKM ana layanan online kanggo mriksa asil lab?,KKM ada servis semakan keputusan makmal secara online?
Apa JTK isa bantu yen perusahaan ora menehi surat pelepasan kerja?,JTK boleh bantu kalau saya tak diberi surat pelepasan kerja?
Apa JPN isa mbenerake status agama neng dokumen?,JPN boleh betulkan status agama pada dokumen?
Pengunjung pengin ngerti neng endi ana kursi kanggo ngisi formulir,Pelawat mahu tahu di mana boleh duduk untuk isi borang
Aku pengin mriksa bantuan JKM kanggo wong lara sing manggon dhewe,Saya mahu semak bantuan JKM untuk orang sakit yang tinggal sendiri
Apa KKM isa ngatur kunjungan susulan omah kanggo ibuku?,KKM boleh atur lawatan susulan rumah untuk ibu saya?
Apa JTK isa bantu pekerja sing dipindhah menyang panggonan adoh?,JTK boleh bantu pekerja yang dipindah ke tempat jauh?
Apa JPN isa nerbitake surat pengesahan kematian kanggo ahli waris?,JPN boleh keluarkan surat pengesahan kematian untuk waris?
Pengunjung butuh informasi penginapan cedhak,Pelawat perlukan maklumat penginapan berhampiran
Aku pengin mriksa bantuan JKM kanggo anak putus sekolah,Saya mahu semak bantuan JKM untuk anak yang putus sekolah
Apa KKM ana nomor darurat sawise jam kantor?,KKM ada nombor kecemasan untuk klinik selepas waktu pejabat?
Apa JTK isa mriksa apa aku layak kompensasi kerja?,JTK boleh semak sama ada saya layak pampasan kerja?
Apa JPN isa ngurus pendaftaran nikah yen salah siji neng rumah sakit?,JPN boleh daftar perkahwinan jika salah seorang di hospital?
Pengunjung takon apa ana jalur stroller,Pelawat bertanya sama ada ada laluan stroller
Aku pengin mriksa bantuan JKM renovasi omah kanggo OKU,Saya mahu semak bantuan JKM untuk ubah suai rumah OKU
Apa KKM isa nyetak jadwal janji setahun?,KKM boleh beri salinan jadual temu janji setahun?
Apa JTK isa bantu yen majikan ora menehi cuti tahunan?,JTK boleh bantu jika majikan tidak beri cuti tahunan?
Apa JPN isa mriksa yen sidik jariku gagal diwaca?,JPN boleh semak jika cap jari saya gagal dibaca?
Pengunjung pengin ngerti apa gedhung iki buka pas libur umum,Pelawat mahu tahu sama ada bangunan ini buka pada cuti umum
Aku pengin mriksa bantuan JKM kanggo bayi prematur,Saya mahu semak bantuan JKM untuk bayi pramatang
Apa KKM ana perawatan susulan kanggo bayi prematur?,KKM ada rawatan susulan untuk bayi pramatang?
Apa JTK nampa aduan yen perusahaan mendadak tutup?,JTK boleh terima aduan jika syarikat tutup tiba tiba?
Apa JPN isa bantu goleki catatan keluargaku neng sistem lawas?,JPN boleh bantu jika rekod keluarga saya tiada dalam sistem lama?
Pengunjung butuh petunjuk arah menyang blok liyane,Pelawat perlukan bantuan arah ke blok lain
Aku pengin mriksa bantuan JKM kanggo pengasuh anak OKU,Saya mahu semak bantuan JKM untuk penjaga anak OKU
Apa KKM isa maringi surat pengesahan janji kanggo majikanku?,KKM boleh beri surat pengesahan temujanji untuk majikan?
Apa JTK isa bantu yen aku disuruh kerja tanpa istirahat?,JTK boleh bantu jika saya diminta kerja tanpa rehat?
Apa JPN isa nerbitake maneh surat nikah sing sobek?,JPN boleh keluarkan semula sijil perkahwinan yang koyak?
Pengunjung takon neng endi mbuwang popok bayi,Pelawat bertanya tentang tempat buang lampin bayi
Aku pengin mriksa bantuan JKM kanggo keluarga pasien stroke,Saya mahu semak bantuan JKM untuk keluarga pesakit strok
Apa KKM ana klinik akhir minggu kanggo pekerja?,KKM ada klinik hujung minggu untuk pekerja?
Apa JTK isa mbantu ngitung cuti sing durung dibayar?,JTK boleh bantu saya kira cuti yang belum dibayar?
Apa JPN isa mriksa pendaftaran jeneng Islam sawise pindah agama?,JPN boleh semak pendaftaran nama Islam selepas pertukaran agama?
Pengunjung pengin ngerti apa ana apotek neng gedhung iki,Pelawat mahu tahu ada farmasi dalam bangunan ini atau tidak
Aku pengin mriksa bantuan JKM kanggo wong sing ditinggal pasangan,Saya mahu semak bantuan JKM untuk mangsa ditinggalkan pasangan
Apa KKM isa ngrujuk aku menyang rumah sakit bersalin?,KKM boleh rujuk saya ke hospital bersalin?
Apa JTK isa bantu yen aku dibully amarga aduan sadurunge?,JTK boleh bantu jika saya dibuli kerana aduan terdahulu?
Apa JPN isa nerbitake salinan akta lair kanggo urusan paspor?,JPN boleh keluarkan salinan sijil lahir untuk urusan pasport?
Pengunjung butuh bantuan ngangkat kothak dokumen,Pelawat perlukan bantuan mengangkat barang dokumen
Aku pengin mriksa bantuan JKM kanggo kulawarga sing manggon neng omah sewa sempit,Saya mahu semak bantuan JKM untuk penghuni rumah sewa sempit
Apa KKM isa menehi obat susulan luwih awal sadurunge libur?,KKM boleh beri ubat susulan lebih awal sebelum cuti?
Apa JTK isa bantu pekerja sing dijaluk mbayar deposit kerja?,JTK boleh bantu pekerja yang diminta bayar deposit kerja?
Apa JPN isa ndhaptar anak tanpa surat nikah wong tuwa?,JPN boleh daftar anak tanpa sijil nikah ibu bapa?
Pengunjung takon apa oleh njupuk foto neng kantor,Pelawat bertanya sama ada boleh ambil gambar dalam pejabat
Aku pengin mriksa bantuan JKM kanggo lansia tunanetra,Saya mahu semak bantuan JKM untuk warga emas yang buta
Apa KKM ana pemeriksaan glaukoma gratis?,KKM ada pemeriksaan glaukoma percuma tidak?
Apa JTK isa mbantu nerjemahake kontrak basa asing?,JTK boleh bantu terjemah kontrak bahasa asing?
Apa JPN isa mriksa apa nomor sertifikatku isih aktif?,JPN boleh semak jika nombor sijil saya masih aktif?
Pengunjung pengin ngerti apa ana kursi roda kanggo disewa,Pelawat mahu tahu jika ada kerusi roda untuk disewa
Aku pengin mriksa bantuan JKM kanggo pengasuh lansia,Saya mahu semak bantuan JKM untuk penjaga warga emas
Apa KKM isa ngatur vaksin neng omah?,KKM boleh atur suntikan vaksin di rumah?
Apa JTK isa bantu yen gajiku telat dibayar saben wulan?,JTK boleh bantu jika gaji saya dibayar lewat setiap bulan?
Apa JPN isa nerbitake bukti identitas sementara kanggo urusan bank?,JPN boleh keluarkan salinan IC sementara untuk urusan bank?
Pengunjung butuh formulir umpan balik,Pelawat perlukan borang maklum balas
Aku pengin mriksa bantuan JKM kanggo remaja ngandhut,Saya mahu semak bantuan JKM untuk remaja hamil
Apa KKM ana kelas nyusoni ibu?,KKM ada kelas penyusuan ibu?
Apa JTK isa bantu yen majikan nahan ijazah asliku?,JTK boleh bantu kalau majikan pegang sijil asal saya?
Apa JPN isa nganyari alamat sawise pindhah negara bagian?,JPN boleh tukar status alamat selepas berpindah negeri?
Pengunjung pengin golek ruang tunggu sing sepi,Pelawat mahu tahu tempat menunggu yang sunyi
Aku pengin mriksa bantuan JKM kanggo anak sing dianiaya,Saya mahu semak bantuan JKM untuk anak yang didera
Apa KKM isa menehi terapi trauma kanggo bocah?,KKM boleh beri rawatan trauma kepada kanak kanak?
Apa JTK isa bantu pekerja sing dipukul majikan?,JTK boleh bantu pekerja yang dipukul majikan?
Apa JPN isa ndhaptar jeneng anak yen ibu isih neng wad?,JPN boleh daftar nama anak jika ibu masih dalam wad?
Pengunjung pengin ngerti apa ana ruang nyusoni,Pelawat mahu tahu sama ada ada bilik menyusu
Aku pengin mriksa bantuan JKM kanggo keluarga anak akeh,Saya mahu semak bantuan JKM untuk keluarga ramai anak
Apa KKM isa mriksa asil tes TBku?,KKM boleh semak keputusan ujian TB saya?
Apa JTK isa bantu pekerja sing dipaksa manggon neng asrama reged?,JTK boleh bantu pekerja yang dipaksa tinggal di asrama kotor?
Apa JPN isa nerbitake surat pengesahan identitas kanggo sekolah?,JPN boleh keluarkan surat pengesahan identiti untuk sekolah?
Pengunjung takon loket endi kanggo pertanyaan umum,Pelawat bertanya kaunter mana untuk pertanyaan umum
Aku pengin mriksa bantuan JKM kanggo keluarga bayi lara,Saya mahu semak bantuan JKM untuk keluarga dengan bayi sakit
Apa KKM ana layanan fisioterapi bocah?,KKM ada perkhidmatan fisioterapi kanak kanak?
Apa JTK isa bantu yen perusahaan ora menehi statement EPF?,JTK boleh bantu saya jika syarikat tak beri EPF statement?
Apa JPN isa mriksa apa aku tau njaluk salinan?,JPN boleh semak jika salinan sijil saya pernah dicetak?
Pengunjung butuh arah menyang ruang perawatan,Pelawat perlukan arah ke bilik rawatan
Aku pengin mriksa bantuan JKM kanggo korban kecelakaan lalu lintas,Saya mahu semak bantuan JKM untuk mangsa kemalangan jalan raya
Apa KKM isa gawe perawatan susulan tanpa teka langsung?,KKM boleh buat rawatan susulan tanpa hadir secara fizikal?
Apa JTK isa bantu yen majikan ora gelem maringi surat pengalaman kerja?,JTK boleh bantu jika majikan enggan beri surat pengalaman kerja?
Apa JPN isa nerbitake maneh akta lair sing ilang neng luar negeri?,JPN boleh keluarkan semula sijil lahir yang hilang di luar negara?
Pengunjung pengin ngerti apa ana loket ekspres,Pelawat mahu tahu sama ada ada kaunter ekspres
Aku pengin mriksa bantuan JKM kanggo perawatan sawise operasi,Saya mahu semak bantuan JKM untuk penjagaan selepas pembedahan
Apa KKM ana terapis okupasi?,KKM ada jurupulih kerja tidak?
Apa JTK isa bantu pekerja sing dipotong komisi tanpa sebab?,JTK boleh bantu pekerja yang dipotong komisen tanpa sebab?
Apa JPN isa mbenerake jeneng bapak neng akta?,JPN boleh buat pembetulan nama bapa pada sijil?
Pengunjung pengin ngerti apa ana tempat titip barang,Pelawat mahu tahu ada stor barang atau tidak
Aku pengin mriksa bantuan JKM kanggo pasien ginjel,Saya mahu semak bantuan JKM untuk pesakit buah pinggang
Apa KKM isa menehi saran diet kanggo penyakit ginjel,KKM boleh beri nasihat diet untuk buah pinggang?
