source,target
JTK可唔可以幫我寫信俾老細?,JTK boleh bantu buat surat kepada majikan?
我想查虐兒報告進度,Saya mahu semak status laporan penderaan kanak kanak
JKM有冇職員上門調查?,JKM ada pegawai untuk datang siasat rumah?
KKM有冇流動診所去村落?,KKM ada klinik bergerak di kawasan kampung?
JPN今日可唔可以更新婚姻狀態?,JPN boleh tukar status perkahwinan dalam sistem hari ini?
訪客想知入內使唔使除鞋,Pelawat tertanya tanya sama ada perlu buka kasut
我想查癌症病人福利援助,Saya mahu semak bantuan kebajikan untuk pesakit kanser
JTK仲有冇我之前投訴記錄?,JTK ada rekod aduan lama saya?
KKM可唔可以補印病假紙?,KKM boleh cetak MC jika saya hilang salinan asal?
JPN有冇長者專櫃?,JPN buka kaunter khas untuk warga emas?
我想查JKM托兒援助,Saya mahu semak bantuan penjagaan anak JKM
我可唔可以舉報老細請童工?,Boleh saya lapor majikan ambil pekerja bawah umur?
KKM可唔可以幫我轉診所?,KKM boleh ubah klinik rujukan saya?
JPN有冇郵寄證書服務?,JPN ada perkhidmatan pos untuk hantar sijil?
訪客需要充電位,Pelawat perlukan tempat cas telefon
我想查JKM長者醫療援助,Saya mahu semak bantuan perubatan JKM untuk warga emas
JTK會唔會幫兼職員工?,JTK boleh bantu pekerja sambilan juga?
KKM收唔收無現金付款?,KKM terima pembayaran tanpa tunai tidak?
JPN可唔可以出暫時身份證明?,JPN boleh keluarkan salinan IC hilang sementara?
我想查極貧家庭援助條件,Saya mahu semak syarat bantuan keluarga miskin tegar
JTK有冇女職員幫我處理投訴?,JTK ada pegawai wanita untuk ambil aduan saya?
KKM可唔可以開覆診出席證明?,KKM boleh beri surat pengesahan hadir rawatan?
JPN收舊相定一定要新影嘅?,JPN menerima gambar pasport yang lama atau baru sahaja?
訪客問邊度買水飲,Pelawat bertanya tempat beli air minum
我想查JKM災後重建援助,Saya mahu semak bantuan pemulihan bencana JKM
JTK可唔可以安排我同老細調解?,JTK boleh atur sesi rundingan dengan majikan saya?
KKM有冇慢性病專科診所?,KKM ada klinik khusus untuk pesakit kronik?
JPN可唔可以幫我對資料系統錯配?,JPN boleh semak data saya jika sistem tak padan?
我想知最近JKM援助中心喺邊,Saya mahu tahu pusat bantuan JKM yang paling dekat
爸爸過身後我可唔可以攞信去銀行?,Boleh saya minta surat untuk bank selepas kematian ayah?
KKM有冇救護車俾小型診所用?,KKM ada perkhidmatan ambulans untuk klinik kecil?
JTK可唔可以俾我勞工法例副本?,JTK boleh beri salinan undang undang pekerja?
JPN可唔可以打電話查申請進度?,JPN boleh semak status permohonan melalui telefon?
訪客想坐近櫃檯,Pelawat perlukan tempat duduk dekat kaunter
我想查JKM營養不良兒童援助,Saya mahu semak bantuan JKM untuk anak kurang zat
呢間KKM診所有冇營養師?,KKM ada pakar pemakanan di klinik ini?
JTK可唔可以幫我睇明英文信?,JTK boleh bantu saya faham surat bahasa Inggeris ini?
JPN可唔可以快啲出國籍證明?,JPN boleh keluarkan surat pengesahan warganegara segera?
我想查在職OKU援助資格,Saya mahu semak kelayakan bantuan OKU bekerja
我想問婦女庇護所援助,Boleh saya tanya tentang bantuan rumah perlindungan wanita?
KKM有冇長者加強疫苗?,KKM ada vaksin tambahan untuk warga emas tidak?
如果我被逼簽辭職信JTK會唔會幫?,JTK boleh bantu jika saya dipaksa tandatangan surat berhenti?
JPN今日收壞咗嘅身份證換領嗎?,JPN terima kad pengenalan rosak untuk pertukaran hari ini?
外國訪客問本地緊急電話,Pelawat asing bertanya tentang nombor kecemasan tempatan
我想查JKM臨時住宿援助,Saya mahu semak bantuan tempat tinggal sementara JKM
KKM可唔可以俾返我以前COVID結果副本?,KKM boleh beri salinan keputusan ujian COVID lama saya?
JTK有冇簡單啲嘅馬來文表格?,JTK ada borang dalam Bahasa Melayu yang mudah?
JPN可唔可以冇爸爸到場都登記小朋友?,JPN boleh daftar anak tanpa kehadiran ayah?
我想查JKM病人膳食援助,Saya mahu semak bantuan makan untuk pesakit JKM
我可唔可以請福利官再打返俾我?,Boleh saya minta pegawai kebajikan hubungi saya semula?
KKM有冇覆診攞藥熱線?,KKM ada nombor hotline untuk ubat susulan?
JTK可唔可以查我老細公司有冇註冊?,JTK boleh semak sama ada majikan saya berdaftar?
JPN可唔可以出父母關係證明?,JPN boleh keluarkan surat pengesahan ibu bapa?
訪客問呢棟樓方唔方便輪椅,Pelawat bertanya sama ada bangunan ini mesra OKU
我想查老人日常照顧援助,Saya mahu semak bantuan penjagaan harian pesakit tua
如果我miss咗電話KKM可唔可以再約過?,KKM boleh buat temu janji semula jika saya terlepas panggilan?
JTK有冇夜晚開嘅分局?,JTK ada cawangan yang buka waktu malam?
JPN可唔可以淨係用參考號碼查我申請?,JPN boleh semak permohonan saya guna nombor rujukan sahaja?
我想查JKM孕婦營養援助,Saya mahu semak bantuan pemakanan ibu mengandung JKM
KKM有冇糖尿病人運動班?,KKM ada kelas senaman untuk pesakit diabetes?
JTK會唔會幫睇唔明合約嘅工人?,JTK boleh bantu pekerja yang tak tahu baca kontrak?
JPN可唔可以改返文件上錯誤性別?,JPN boleh betulkan jantina salah pada dokumen?
訪客想知ATM機喺邊,Pelawat mahu tahu lokasi mesin ATM
我想查JKM特殊教育援助,Saya mahu semak bantuan pendidikan khas JKM
KKM可唔可以轉介我個仔去言語治療?,KKM boleh rujuk anak saya ke terapi pertuturan?
JTK而家個網上投訴系統得唔得?,JTK ada saluran aduan dalam talian yang aktif?
JPN可唔可以早啲拎聽日籌號?,JPN boleh beri nombor giliran untuk esok lebih awal?
我想查孤兒現金援助,Saya mahu semak bantuan tunai anak yatim piatu
KKM有冇長者免費驗眼?,KKM ada pemeriksaan mata percuma untuk warga emas?
如果中介扣住我護照JTK幫唔幫到?,JTK boleh bantu jika paspot saya dipegang agen kerja?
JPN可唔可以辦跨國婚姻登記?,JPN boleh daftar perkahwinan campur warganegara?
訪客上樓要臨時通行證,Pelawat perlukan pas sementara untuk naik ke tingkat atas
我想查JKM洗腎援助,Saya mahu semak bantuan rawatan dialisis JKM
KKM可唔可以出旅行用疫苗證明?,KKM boleh keluarkan surat pengesahan vaksin untuk perjalanan?
如果逼我假期返工JTK可唔可以介入?,JTK boleh campur tangan jika saya dipaksa kerja hari cuti?
JPN今日可唔可以查小朋友命名登記?,JPN boleh semak status pendaftaran nama anak hari ini?
我想申請JKM特別藥物援助,Saya mahu bantuan JKM untuk pembelian ubat khas
KKM有冇青少年精神健康單位?,KKM ada unit kesihatan mental remaja?
JTK可唔可以講下青少年安全就業資料?,JTK boleh beri maklumat tentang kerja selamat untuk remaja?
JPN收宣誓書做輔助文件嗎?,JPN terima surat sumpah sebagai dokumen sokongan?
訪客問收費櫃檯喺邊,Pelawat bertanya di mana kaunter pembayaran
我想查OKU居家照顧援助,Saya mahu semak bantuan penjagaan rumah untuk OKU
KKM可唔可以查我以前攞藥記錄?,KKM boleh semak rekod ubat lama saya?
JTK可唔可以幫我填投訴表?,JTK boleh tolong saya isi borang aduan?
JPN可唔可以出英文版出生證?,JPN boleh keluarkan sijil lahir dalam bahasa Inggeris?
我想查長者營養補充援助,Saya mahu semak bantuan makanan tambahan warga emas
KKM有冇骨折後跟進治療?,KKM ada rawatan susulan untuk patah tulang?
JTK會唔會幫家庭傭工?,JTK boleh bantu pekerja domestik juga?
呢個櫃檯可唔可以辦收養登記?,JPN boleh daftar anak angkat di kaunter ini?
訪客要簽簿定掃QR就得?,Pelawat perlu isi buku pelawat atau guna QR sahaja?
我想查JKM單親媽媽特別援助,Saya mahu semak bantuan khas untuk ibu tunggal JKM
KKM可唔可以開慢性病證明信?,KKM boleh beri surat pengesahan sakit kronik?
JTK有冇俾外勞免費諮詢?,JTK ada khidmat nasihat percuma untuk pekerja asing?
JPN可唔可以換身份證相片如果太舊?,JPN boleh tukar gambar IC jika sudah terlalu lama?
訪客想知呢棟樓有冇cafe,Pelawat mahu tahu sama ada ada kafe di bangunan ini
我想查OKU兒童教育援助,Saya mahu semak bantuan pendidikan anak OKU
KKM可唔可以轉介去兒童專科醫院?,KKM boleh buat rujukan ke hospital pakar kanak kanak?
JTK可唔可以幫我睇索償資料齊唔齊?,JTK boleh semak sama ada tuntutan saya lengkap?
JPN可唔可以查我屋企舊登記記錄?,JPN boleh semak rekod pendaftaran lama keluarga saya?
我想申請JKM長期病童援助,Saya mahu bantuan JKM untuk anak yang sakit kronik
KKM有冇哮喘補貼藥?,KKM ada ubat subsidi untuk asma?
如果老細唔批病假JTK會唔會幫?,JTK boleh bantu jika saya tak dibenar cuti sakit?
JPN可唔可以出直系親屬證明?,JPN boleh keluarkan surat pengesahan keluarga terdekat?
訪客問有冇冷氣等候區,Pelawat bertanya tentang ruang menunggu berhawa dingin
我想查JKM居家治療援助,Saya mahu semak bantuan JKM untuk rawatan rumah
KKM可唔可以更新我記錄入面電話號碼?,KKM boleh ubah nombor telefon saya dalam rekod?
JTK可唔可以俾我跟進案件職員電話?,JTK boleh bagi nombor pegawai yang urus fail saya?
JPN呢度可唔可以辦海外死亡登記?,JPN boleh daftar kematian luar negara di sini?
訪客要WiFi填表,Pelawat perlukan akses WiFi untuk isi borang
我想查意外後基本生活援助,Saya mahu semak bantuan keperluan asas JKM selepas kemalangan
KKM可唔可以開信俾我申請保險?,KKM boleh beri surat untuk tuntutan insurans?
JTK收唔收email投訴?,JTK boleh terima aduan melalui email?
JPN可唔可以一次過申請幾份副本?,JPN boleh mohon salinan banyak sekali gus?
我想查JKM虐待受害者援助,Saya mahu semak bantuan JKM untuk mangsa dera
KKM診所近唔近巴士站?,KKM ada klinik berhampiran stesen bas?
JTK會唔會幫冇書面合約嘅工人?,JTK boleh bantu pekerja yang tiada kontrak bertulis?
JPN可唔可以快啲出死亡證明摘錄?,JPN boleh keluarkan cabutan sijil mati segera?
訪客想知去三樓升降機喺邊,Pelawat mahu tahu lokasi lif untuk tingkat tiga
我想查JKM體弱長者援助,Saya mahu semak bantuan JKM untuk warga emas uzur
KKM可唔可以查心臟檢查結果?,KKM boleh semak keputusan pemeriksaan jantung?
如果叫我簽空白紙JTK幫唔幫到?,JTK boleh bantu jika saya diminta tandatangan dokumen kosong?
JPN可唔可以查我個名有冇問題記錄?,JPN boleh semak sama ada nama saya disenarai hitam?
訪客需要幫手搵專科診所,Pelawat perlukan bantuan cari klinik pakar
我想查由嫲嫲照顧小朋友嘅JKM援助,Saya mahu semak bantuan JKM untuk anak yang dijaga nenek
KKM有冇下晝仲開嘅藥房櫃檯?,KKM ada kaunter ubat yang buka petang?
JTK可唔可以講餐廳工人權益?,JTK boleh beri maklumat tentang hak pekerja restoran?
如果媽媽冇帶身份證原件JPN可唔可以登記出生?,JPN boleh daftar kelahiran jika ibu tiada IC asal?
訪客想知有冇自助取號機,Pelawat mahu tahu sama ada ada mesin nombor automatik
我想查JKM特別配方奶援助,Saya mahu semak bantuan JKM untuk susu formula khas
KKM可唔可以轉介我去皮膚科?,KKM boleh rujuk saya ke pakar kulit?
JTK可唔可以查扣薪合唔合法?,JTK boleh semak sama ada potongan gaji saya sah?
JPN可唔可以即日出單身證明?,JPN boleh beri surat pengesahan bujang segera?
訪客問有冇裝水位,Pelawat bertanya ada tempat isi air minuman atau tidak
我想查JKM臨時搬遷家庭援助,Saya mahu semak bantuan JKM untuk keluarga yang berpindah sementara
KKM有冇網上查化驗結果服務?,KKM ada servis semakan keputusan makmal secara online?
如果公司唔俾離職信JTK幫唔幫到?,JTK boleh bantu kalau saya tak diberi surat pelepasan kerja?
JPN可唔可以更正文件上宗教資料?,JPN boleh betulkan status agama pada dokumen?
訪客想知邊度有位坐填表,Pelawat mahu tahu di mana boleh duduk untuk isi borang
我想查獨居病人JKM援助,Saya mahu semak bantuan JKM untuk orang sakit yang tinggal sendiri
KKM可唔可以安排我媽媽上門覆診?,KKM boleh atur lawatan susulan rumah untuk ibu saya?
JTK會唔會幫被調去好遠地方嘅工人?,JTK boleh bantu pekerja yang dipindah ke tempat jauh?
JPN可唔可以出死亡證明俾家屬?,JPN boleh keluarkan surat pengesahan kematian untuk waris?
訪客需要附近住宿資料,Pelawat perlukan maklumat penginapan berhampiran
我想查JKM輟學兒童援助,Saya mahu semak bantuan JKM untuk anak yang putus sekolah
KKM辦公時間後有冇緊急號碼?,KKM ada nombor kecemasan untuk klinik selepas waktu pejabat?
JTK可唔可以查我合唔合資格工傷賠償?,JTK boleh semak sama ada saya layak pampasan kerja?
如果一方喺醫院JPN可唔可以處理婚姻登記?,JPN boleh daftar perkahwinan jika salah seorang di hospital?
訪客問BB車有冇專用通道,Pelawat bertanya sama ada ada laluan stroller
我想查JKM殘障人士家居改裝援助,Saya mahu semak bantuan JKM untuk ubah suai rumah OKU
KKM可唔可以印全年預約時間表?,KKM boleh beri salinan jadual temu janji setahun?
如果老細唔俾年假JTK會唔會幫?,JTK boleh bantu jika majikan tidak beri cuti tahunan?
JPN可唔可以幫我查指紋讀唔到問題?,JPN boleh semak jika cap jari saya gagal dibaca?
訪客想知公假有冇開,Pelawat mahu tahu sama ada bangunan ini buka pada cuti umum
我想查JKM早產嬰兒援助,Saya mahu semak bantuan JKM untuk bayi pramatang
KKM有冇早產BB跟進治療?,KKM ada rawatan susulan untuk bayi pramatang?
如果公司突然執笠JTK收唔收投訴?,JTK boleh terima aduan jika syarikat tutup tiba tiba?
JPN可唔可以幫舊系統搵返我屋企記錄?,JPN boleh bantu jika rekod keluarga saya tiada dalam sistem lama?
訪客需要指路去另一座,Pelawat perlukan bantuan arah ke blok lain
我想查照顧OKU兒童嘅JKM援助,Saya mahu semak bantuan JKM untuk penjaga anak OKU
KKM可唔可以開覆診證明俾我公司?,KKM boleh beri surat pengesahan temujanji untuk majikan?
如果我冇得休息一直做嘢JTK幫唔幫到?,JTK boleh bantu jika saya diminta kerja tanpa rehat?
JPN可唔可以補發爛咗嘅結婚證?,JPN boleh keluarkan semula sijil perkahwinan yang koyak?
訪客問BB尿片丟喺邊度,Pelawat bertanya tentang tempat buang lampin bayi
我想查中風患者家庭JKM援助,Saya mahu semak bantuan JKM untuk keluarga pesakit strok
KKM有冇週末診所俾返工人士?,KKM ada klinik hujung minggu untuk pekerja?
JTK可唔可以幫我計未補返嘅假期?,JTK boleh bantu saya kira cuti yang belum dibayar?
JPN可唔可以查改宗後伊斯蘭名登記?,JPN boleh semak pendaftaran nama Islam selepas pertukaran agama?
訪客想知呢度有冇藥房,Pelawat mahu tahu ada farmasi dalam bangunan ini atau tidak
我想查被配偶遺棄人士JKM援助,Saya mahu semak bantuan JKM untuk mangsa ditinggalkan pasangan
KKM可唔可以轉介我去生產醫院?,KKM boleh rujuk saya ke hospital bersalin?
如果因為投訴被針對JTK會唔會幫?,JTK boleh bantu jika saya dibuli kerana aduan terdahulu?
JPN可唔可以出出生證副本辦護照用?,JPN boleh keluarkan salinan sijil lahir untuk urusan pasport?
訪客需要幫手拎文件箱,Pelawat perlukan bantuan mengangkat barang dokumen
我想查住喺狹窄租屋家庭嘅JKM援助,Saya mahu semak bantuan JKM untuk penghuni rumah sewa sempit
KKM可唔可以放假前早啲俾覆診藥?,KKM boleh beri ubat susulan lebih awal sebelum cuti?
JTK會唔會幫被要求交工作按金嘅工人?,JTK boleh bantu pekerja yang diminta bayar deposit kerja?
JPN可唔可以喺冇結婚證情況下辦小朋友登記?,JPN boleh daftar anak tanpa sijil nikah ibu bapa?
訪客問辦公室入面可唔可以影相,Pelawat bertanya sama ada boleh ambil gambar dalam pejabat
我想查失明長者JKM援助,Saya mahu semak bantuan JKM untuk warga emas yang buta
KKM有冇免費青光眼檢查?,KKM ada pemeriksaan glaukoma percuma tidak?
JTK可唔可以幫我翻譯外文合約?,JTK boleh bantu terjemah kontrak bahasa asing?
JPN可唔可以查證書號碼仲有效嗎?,JPN boleh semak jika nombor sijil saya masih aktif?
訪客想知有冇輪椅可以租,Pelawat mahu tahu jika ada kerusi roda untuk disewa
我想查長者照顧者JKM援助,Saya mahu semak bantuan JKM untuk penjaga warga emas
KKM可唔可以安排上門打針?,KKM boleh atur suntikan vaksin di rumah?
如果每個月都遲出糧JTK幫唔幫到?,JTK boleh bantu jika gaji saya dibayar lewat setiap bulan?
JPN可唔可以出臨時身份證明俾我處理銀行嘢?,JPN boleh keluarkan salinan IC sementara untuk urusan bank?
訪客需要意見表,Pelawat perlukan borang maklum balas
我想查JKM少女懷孕援助,Saya mahu semak bantuan JKM untuk remaja hamil
KKM有冇母乳餵哺課程?,KKM ada kelas penyusuan ibu?
如果老細扣住我正本證書JTK會唔會幫?,JTK boleh bantu kalau majikan pegang sijil asal saya?
JPN可唔可以搬州之後更新地址?,JPN boleh tukar status alamat selepas berpindah negeri?
訪客想搵安靜啲嘅等候區,Pelawat mahu tahu tempat menunggu yang sunyi
我想查受虐兒童JKM援助,Saya mahu semak bantuan JKM untuk anak yang didera
KKM可唔可以俾小朋友創傷治療?,KKM boleh beri rawatan trauma kepada kanak kanak?
JTK會唔會幫俾老細打嘅工人?,JTK boleh bantu pekerja yang dipukul majikan?
如果媽媽仲喺病房JPN可唔可以辦小朋友名登記?,JPN boleh daftar nama anak jika ibu masih dalam wad?
訪客想知有冇哺乳室,Pelawat mahu tahu sama ada ada bilik menyusu
我想查多子女家庭JKM援助,Saya mahu semak bantuan JKM untuk keluarga ramai anak
KKM可唔可以查我肺癆檢驗結果?,KKM boleh semak keputusan ujian TB saya?
JTK會唔會幫被逼住污糟宿舍嘅工人?,JTK boleh bantu pekerja yang dipaksa tinggal di asrama kotor?
JPN可唔可以出身份證明俾學校用?,JPN boleh keluarkan surat pengesahan identiti untuk sekolah?
訪客問一般查詢去邊個櫃檯,Pelawat bertanya kaunter mana untuk pertanyaan umum
我想查有病嬰兒家庭JKM援助,Saya mahu semak bantuan JKM untuk keluarga dengan bayi sakit
KKM有冇小朋友物理治療服務?,KKM ada perkhidmatan fisioterapi kanak kanak?
公司唔俾EPF資料JTK可唔可以幫我?,JTK boleh bantu saya jika syarikat tak beri EPF statement?
JPN可唔可以查我有冇申請過副本?,JPN boleh semak jika salinan sijil saya pernah dicetak?
訪客需要去治療室嘅方向,Pelawat perlukan arah ke bilik rawatan
我想查交通意外受害者JKM援助,Saya mahu semak bantuan JKM untuk mangsa kemalangan jalan raya
KKM可唔可以唔使親身去都覆診?,KKM boleh buat rawatan susulan tanpa hadir secara fizikal?
如果老細唔肯俾工作證明JTK幫唔幫到?,JTK boleh bantu jika majikan enggan beri surat pengalaman kerja?
JPN可唔可以補發喺外國遺失嘅出世紙?,JPN boleh keluarkan semula sijil lahir yang hilang di luar negara?
訪客想知有冇快速櫃檯,Pelawat mahu tahu sama ada ada kaunter ekspres
我想查手術後照顧JKM援助,Saya mahu semak bantuan JKM untuk penjagaan selepas pembedahan
KKM有冇職業治療師?,KKM ada jurupulih kerja tidak?
JTK會唔會幫被無故扣佣金嘅工人?,JTK boleh bantu pekerja yang dipotong komisen tanpa sebab?
JPN可唔可以改出世紙上爸爸個名?,JPN boleh buat pembetulan nama bapa pada sijil?
訪客想知有冇寄存物品地方,Pelawat mahu tahu ada stor barang atau tidak
我想查腎病患者JKM援助,Saya mahu semak bantuan JKM untuk pesakit buah pinggang
KKM可唔可以俾腎病飲食建議?,KKM boleh beri nasihat diet untuk buah pinggang?
做咗一年都冇書面合約JTK幫唔幫到?,JTK boleh bantu pekerja yang tidak diberi kontrak bertulis selepas setahun?
JPN可唔可以登記喺呢度出世嘅外國人BB?,JPN boleh daftar kelahiran anak orang asing yang lahir di sini?
訪客想知可唔可以帶食物入去,Pelawat mahu tahu sama ada boleh masuk dengan makanan
我想查臥床老人JKM援助,Saya mahu semak bantuan JKM untuk orang tua terlantar
KKM有冇平價關節痛藥?,KKM ada ubat murah untuk sakit sendi?
如果冇俾足產假JTK幫唔幫到?,JTK boleh bantu jika saya tidak diberi cuti bersalin penuh?
JPN可唔可以查尋日辦嘅死亡登記進度?,JPN boleh semak status pendaftaran kematian yang dibuat semalam?
訪客需要查詢櫃檯電話,Pelawat perlukan nombor telefon kaunter pertanyaan
我想查冇固定照顧者小朋友嘅JKM援助,Saya mahu semak bantuan JKM untuk anak tanpa penjaga tetap
KKM可唔可以轉介我個仔去聽力檢查?,KKM boleh buat rujukan audiologi untuk anak saya?
JTK會唔會幫被逼簽假通知書嘅工人?,JTK boleh bantu pekerja yang dipaksa tandatangan notis palsu?
JPN可唔可以補發離婚證俾法庭用?,JPN boleh keluarkan salinan sijil cerai untuk mahkamah?
訪客問有冇老人代步輪椅,Pelawat bertanya tempat duduk roda untuk orang tua
我想查在職單親媽媽JKM援助,Saya mahu semak bantuan JKM untuk ibu tunggal bekerja
KKM有冇產後必做檢查?,KKM ada pemeriksaan selepas bersalin yang wajib?
如果病咗仲俾人逼返工JTK幫唔幫到?,JTK boleh bantu jika pekerja diarah kerja semasa sakit?
JPN可唔可以查我個仔出世紙有冇寄出?,JPN boleh semak jika sijil lahir anak saya telah dihantar pos?
訪客想知孕婦等候區,Pelawat mahu tahu ruang tunggu ibu mengandung
我想查家人被拘留後JKM援助,Saya mahu semak bantuan JKM untuk keluarga mangsa tahanan
KKM可唔可以即刻改專科預約日期?,KKM boleh ubah tarikh temu janji pakar dengan segera?
如果返工唔俾祈禱JTK會唔會幫?,JTK boleh bantu jika saya tidak dibenarkan solat semasa kerja?
JPN可唔可以出改名前舊名證明?,JPN boleh keluarkan pengesahan nama lama selepas tukar nama?
訪客需要幫手推輪椅,Pelawat perlukan bantuan menolak kerusi roda
我想查年輕臥床病人JKM援助,Saya mahu semak bantuan JKM untuk pesakit terlantar muda
KKM有冇肺部康復治療?,KKM ada rawatan pemulihan paru paru?
如果工人宿舍冇乾淨水JTK幫唔幫到?,JTK boleh bantu jika hostel pekerja tiada air bersih?
JPN可唔可以登記喺屋企出世嘅BB?,JPN boleh daftar bayi yang lahir di rumah?
訪客問有冇小朋友玩樂區,Pelawat bertanya sama ada ada ruang bermain kanak kanak
我想查城市貧困學生JKM援助,Saya mahu semak bantuan JKM untuk pelajar miskin bandar
KKM可唔可以開暫時失能證明?,KKM boleh beri surat pengesahan ketidakupayaan sementara?
如果人工用貨物代替JTK幫唔幫到?,JTK boleh bantu jika gaji dibayar dalam bentuk barang?
JPN可唔可以先幫我睇文件齊唔齊?,JPN boleh semak sama ada dokumen saya lengkap sebelum nombor dipanggil?
訪客想知有冇位放BB車,Pelawat mahu tahu ada tempat simpan stroller atau tidak
我想查癱瘓病人JKM援助,Saya mahu semak bantuan JKM untuk pesakit lumpuh
KKM有冇借呼吸器服務?,KKM ada perkhidmatan pinjam alat bantuan pernafasan?
如果我被調去危險崗位JTK幫唔幫到?,JTK boleh bantu jika saya dipindahkan ke kerja berbahaya?
JPN可唔可以補發婚姻證明辦移民用?,JPN boleh keluarkan semula sijil nikah untuk urusan imigresen?
訪客需要辦公時間後熱線,Pelawat perlukan nombor hotline selepas waktu pejabat
我想查癌症患者家庭JKM援助,Saya mahu semak bantuan JKM untuk keluarga pesakit kanser
KKM可唔可以因為我要出門而早啲俾藥?,KKM boleh beri ubat lebih awal sebab saya akan travel?
如果我成個月冇休息日JTK幫唔幫到?,JTK boleh bantu jika saya kerja tanpa hari rehat sebulan?
JPN可唔可以淨係改通信地址?,JPN boleh ubah alamat surat menyurat sahaja?
訪客問最近落客點喺邊,Pelawat bertanya di mana lokasi drop off paling dekat
我想查神經病患者JKM援助,Saya mahu semak bantuan JKM untuk pesakit saraf
KKM有冇神經科專科轉介?,KKM ada pakar neurologi untuk rujukan?
如果冇通知就扣花紅JTK幫唔幫到?,JTK boleh bantu jika saya dipotong bonus tanpa notis?
JPN可唔可以查中央系統串錯名問題?,JPN boleh semak jika kesilapan ejaan berlaku dalam sistem pusat?
訪客想知可唔可以喺大堂食嘢,Pelawat mahu tahu sama ada boleh makan di lobi
我想查照顧兄弟姊妹人士JKM援助,Saya mahu semak bantuan JKM untuk penjaga adik beradik
KKM可唔可以俾我簡單易明食藥時間表?,KKM boleh beri jadual ubat bertulis yang mudah faham?
JTK會唔會幫冇合理座位嘅工人?,JTK boleh bantu pekerja yang tak diberi tempat duduk sesuai?
JPN可唔可以出出生確認信俾醫院?,JPN boleh keluarkan surat pengesahan lahir untuk hospital?
訪客需要去外面藥房方向,Pelawat perlukan petunjuk ke farmasi luar
我想查失業病人JKM援助,Saya mahu semak bantuan JKM untuk pesakit yang hilang kerja
KKM夜晚有冇健康諮詢熱線?,KKM ada talian nasihat kesihatan waktu malam?
如果工傷休息冇人工JTK幫唔幫到?,JTK boleh bantu jika majikan tak bayar gaji semasa sakit kerja?
JPN可唔可以喺網站查我小朋友國籍狀態?,JPN boleh semak status kewarganegaraan anak saya melalui portal?
訪客問喺邊度可以網上填表,Pelawat bertanya di mana boleh isi borang secara online
我想查養父母JKM援助,Saya mahu semak bantuan JKM untuk ibu bapa angkat
KKM可唔可以開職業治療轉介信?,KKM boleh beri surat rujukan untuk pemulihan carakerja?
如果公司限制工人唔畀出門JTK幫唔幫到?,JTK boleh bantu jika syarikat kurung pekerja dalam premis?
JPN可唔可以查點解婚姻狀態未更新?,JPN boleh semak jika status nikah saya belum dikemas kini?
訪客需要的士或者叫車資料,Pelawat perlukan nombor teksi atau e hailing
我想查孤兒照顧JKM援助,Saya mahu semak bantuan JKM untuk penjagaan anak yatim
KKM有冇長者免費定期檢查?,KKM ada pemeriksaan berkala percuma untuk warga emas?
如果叫我簽空白合約JTK幫唔幫到?,JTK boleh bantu jika saya diarah tandatangan kontrak kosong?
JPN可唔可以出小朋友證書副本辦福利用?,JPN boleh keluarkan salinan sijil anak untuk urusan kebajikan?
訪客想知邊度等候區有風扇,Pelawat mahu tahu di mana tempat menunggu yang ada kipas
我想查暴雨水災JKM援助,Saya mahu semak bantuan JKM untuk mangsa banjir kilat
KKM可唔可以再搵返唔見咗嘅化驗結果?,KKM boleh semak semula keputusan makmal yang hilang?
如果我被安排冇合法證件返工JTK幫唔幫到?,JTK boleh bantu jika saya diarah kerja tanpa permit sah?
JPN可唔可以先登記BB如果仲未諗好全名?,JPN boleh daftar nama bayi jika ibu bapa belum putuskan nama penuh?
訪客問講解廳喺邊,Pelawat bertanya lokasi dewan taklimat
我想查需要特別奶粉兒童JKM援助,Saya mahu semak bantuan JKM untuk anak yang perlu susu khas
KKM有冇好早開門嘅診所?,KKM ada klinik yang buka awal pagi?
如果逼我買好貴制服JTK幫唔幫到?,JTK boleh bantu jika saya dipaksa beli uniform mahal?
JPN可唔可以查婚姻記錄日期錯誤?,JPN boleh semak jika tarikh nikah saya salah dalam rekod?
訪客需要長者休息室,Pelawat perlukan bilik rehat untuk warga emas
我想查鄉區慢性病患者JKM援助,Saya mahu semak bantuan JKM untuk pesakit kronik di luar bandar
KKM可唔可以將我轉介去近屋企啲診所?,KKM boleh rujuk saya ke klinik lebih dekat dengan rumah?
如果因為懷孕唔俾返工JTK幫唔幫到?,JTK boleh bantu jika saya dilarang pegang pas kerja kerana hamil?
JPN可唔可以出早夭嬰兒出生證明副本?,JPN boleh keluarkan salinan sijil lahir untuk bayi baru meninggal?
訪客想知幾點最少人,Pelawat mahu tahu waktu paling kurang orang
我想查家庭重建JKM援助,Saya mahu semak bantuan JKM untuk pemulihan keluarga
KKM有冇識講淡米爾語職員?,KKM ada pegawai yang boleh cakap bahasa Tamil?
JTK會唔會幫冇車馬費嘅工人?,JTK boleh bantu pekerja yang tidak dibayar elaun perjalanan?
JPN可唔可以查收養狀態有冇更新入系統?,JPN boleh semak jika status anak angkat sudah dimasukkan?
訪客需要探訪證明信,Pelawat perlukan surat pengesahan lawatan
我想查收入不固定家庭JKM援助,Saya mahu semak bantuan JKM untuk isi rumah tanpa pendapatan tetap
